code	billable	short_desc	long_desc	three_digit	major	sub_chapter	chapter	ICD_MAJOR	ICD_FORMATTED	ICD_lower	concat	system	organ	histology_0	histology_1	histology_2
C9111	TRUE	Chronic lymphocytic leukemia of B-cell type in remission	Chronic lymphocytic leukemia of B-cell type in remission	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.11	c9111	c9111 chronic lymphocytic leukemia of b cell type in remission malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia	b-cell	
C9112	TRUE	Chronic lymphocytic leukemia of B-cell type in relapse	Chronic lymphocytic leukemia of B-cell type in relapse	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.12	c9112	c9112 chronic lymphocytic leukemia of b cell type in relapse malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia	b-cell	
C913	FALSE	Prolymphocytic leukemia of B-cell type	Prolymphocytic leukemia of B-cell type	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.3	c913	c913 prolymphocytic leukemia of b cell type malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C9130	TRUE	Prolymphocytic leukemia of B-cell type not achieve remission	Prolymphocytic leukemia of B-cell type not having achieved remission	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.30	c9130	c9130 prolymphocytic leukemia of b cell type not having achieved remission malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C9131	TRUE	Prolymphocytic leukemia of B-cell type, in remission	Prolymphocytic leukemia of B-cell type, in remission	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.31	c9131	c9131 prolymphocytic leukemia of b cell type in remission malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C9132	TRUE	Prolymphocytic leukemia of B-cell type, in relapse	Prolymphocytic leukemia of B-cell type, in relapse	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.32	c9132	c9132 prolymphocytic leukemia of b cell type in relapse malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C914	FALSE	Hairy cell leukemia	Hairy cell leukemia	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.4	c914	c914 hairy cell leukemia malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C9140	TRUE	Hairy cell leukemia not having achieved remission	Hairy cell leukemia not having achieved remission	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.40	c9140	c9140 hairy cell leukemia not having achieved remission malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C9141	TRUE	Hairy cell leukemia, in remission	Hairy cell leukemia, in remission	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.41	c9141	c9141 hairy cell leukemia in remission malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C9142	TRUE	Hairy cell leukemia, in relapse	Hairy cell leukemia, in relapse	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.42	c9142	c9142 hairy cell leukemia in relapse malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C915	FALSE	Adult T-cell lymphoma/leukemia (HTLV-1-associated)	Adult T-cell lymphoma/leukemia (HTLV-1-associated)	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.5	c915	c915 adult t cell lymphoma leukemia htlv 1 associated malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	lymphoma	t-cell	
C9150	TRUE	Adult T-cell lymph/leuk (HTLV-1-assoc) not achieve remission	Adult T-cell lymphoma/leukemia (HTLV-1-associated) not having achieved remission	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.50	c9150	c9150 adult t cell lymphoma leukemia htlv 1 associated not having achieved remission malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	lymphoma	t-cell	
C9151	TRUE	Adult T-cell lymphoma/leukemia (HTLV-1-assoc), in remission	Adult T-cell lymphoma/leukemia (HTLV-1-associated), in remission	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.51	c9151	c9151 adult t cell lymphoma leukemia htlv 1 associated in remission malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	lymphoma	t-cell	
C9152	TRUE	Adult T-cell lymphoma/leukemia (HTLV-1-assoc), in relapse	Adult T-cell lymphoma/leukemia (HTLV-1-associated), in relapse	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.52	c9152	c9152 adult t cell lymphoma leukemia htlv 1 associated in relapse malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	lymphoma	t-cell	
C916	FALSE	Prolymphocytic leukemia of T-cell type	Prolymphocytic leukemia of T-cell type	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.6	c916	c916 prolymphocytic leukemia of t cell type malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C9160	TRUE	Prolymphocytic leukemia of T-cell type not achieve remission	Prolymphocytic leukemia of T-cell type not having achieved remission	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.60	c9160	c9160 prolymphocytic leukemia of t cell type not having achieved remission malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C9161	TRUE	Prolymphocytic leukemia of T-cell type, in remission	Prolymphocytic leukemia of T-cell type, in remission	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.61	c9161	c9161 prolymphocytic leukemia of t cell type in remission malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C9162	TRUE	Prolymphocytic leukemia of T-cell type, in relapse	Prolymphocytic leukemia of T-cell type, in relapse	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.62	c9162	c9162 prolymphocytic leukemia of t cell type in relapse malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C919	FALSE	Lymphoid leukemia, unspecified	Lymphoid leukemia, unspecified	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.9	c919	c919 lymphoid leukemia unspecified malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C9190	TRUE	Lymphoid leukemia, unspecified not having achieved remission	Lymphoid leukemia, unspecified not having achieved remission	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.90	c9190	c9190 lymphoid leukemia unspecified not having achieved remission malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C9191	TRUE	Lymphoid leukemia, unspecified, in remission	Lymphoid leukemia, unspecified, in remission	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.91	c9191	c9191 lymphoid leukemia unspecified in remission malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C9192	TRUE	Lymphoid leukemia, unspecified, in relapse	Lymphoid leukemia, unspecified, in relapse	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.92	c9192	c9192 lymphoid leukemia unspecified in relapse malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C91A	FALSE	Mature B-cell leukemia Burkitt-type	Mature B-cell leukemia Burkitt-type	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.A	c91a	c91a mature b cell leukemia burkitt type malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia	burkitt	
C91A0	TRUE	Mature B-cell leukemia Burkitt-type not achieve remission	Mature B-cell leukemia Burkitt-type not having achieved remission	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.A0	c91a0	c91a0 mature b cell leukemia burkitt type not having achieved remission malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia	burkitt	
C91A1	TRUE	Mature B-cell leukemia Burkitt-type, in remission	Mature B-cell leukemia Burkitt-type, in remission	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.A1	c91a1	c91a1 mature b cell leukemia burkitt type in remission malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia	burkitt	
C91A2	TRUE	Mature B-cell leukemia Burkitt-type, in relapse	Mature B-cell leukemia Burkitt-type, in relapse	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.A2	c91a2	c91a2 mature b cell leukemia burkitt type in relapse malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia	burkitt	
C91Z	FALSE	Other lymphoid leukemia	Other lymphoid leukemia	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.Z	c91z	c91z other lymphoid leukemia malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C91Z0	TRUE	Other lymphoid leukemia not having achieved remission	Other lymphoid leukemia not having achieved remission	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.Z0	c91z0	c91z0 other lymphoid leukemia not having achieved remission malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C91Z1	TRUE	Other lymphoid leukemia, in remission	Other lymphoid leukemia, in remission	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.Z1	c91z1	c91z1 other lymphoid leukemia in remission malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C91Z2	TRUE	Other lymphoid leukemia, in relapse	Other lymphoid leukemia, in relapse	C91	Lymphoid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C91	C91.Z2	c91z2	c91z2 other lymphoid leukemia in relapse malignant neoplasms of lymphoid hematopoietic lymphoid leukemia	hematopoeitic	blood	leukemia		
C92	FALSE	Myeloid leukemia	Myeloid leukemia	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.	c92	c92 myeloid leukemia malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C920	FALSE	Acute myeloblastic leukemia	Acute myeloblastic leukemia	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.0	c920	c920 acute myeloblastic leukemia malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C9200	TRUE	Acute myeloblastic leukemia, not having achieved remission	Acute myeloblastic leukemia, not having achieved remission	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.00	c9200	c9200 acute myeloblastic leukemia not having achieved remission malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C9201	TRUE	Acute myeloblastic leukemia, in remission	Acute myeloblastic leukemia, in remission	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.01	c9201	c9201 acute myeloblastic leukemia in remission malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C9202	TRUE	Acute myeloblastic leukemia, in relapse	Acute myeloblastic leukemia, in relapse	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.02	c9202	c9202 acute myeloblastic leukemia in relapse malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C921	FALSE	Chronic myeloid leukemia, BCR/ABL-positive	Chronic myeloid leukemia, BCR/ABL-positive	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.1	c921	c921 chronic myeloid leukemia bcr abl positive malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C9210	TRUE	Chronic myeloid leuk, BCR/ABL-positive, not achieve remis	Chronic myeloid leukemia, BCR/ABL-positive, not having achieved remission	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.10	c9210	c9210 chronic myeloid leukemia bcr abl positive not having achieved remission malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C9211	TRUE	Chronic myeloid leukemia, BCR/ABL-positive, in remission	Chronic myeloid leukemia, BCR/ABL-positive, in remission	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.11	c9211	c9211 chronic myeloid leukemia bcr abl positive in remission malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C9212	TRUE	Chronic myeloid leukemia, BCR/ABL-positive, in relapse	Chronic myeloid leukemia, BCR/ABL-positive, in relapse	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.12	c9212	c9212 chronic myeloid leukemia bcr abl positive in relapse malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C922	FALSE	Atypical chronic myeloid leukemia, BCR/ABL-negative	Atypical chronic myeloid leukemia, BCR/ABL-negative	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.2	c922	c922 atypical chronic myeloid leukemia bcr abl negative malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C9220	TRUE	Atyp chronic myeloid leuk, BCR/ABL-neg, not achieve remis	Atypical chronic myeloid leukemia, BCR/ABL-negative, not having achieved remission	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.20	c9220	c9220 atypical chronic myeloid leukemia bcr abl negative not having achieved remission malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C9221	TRUE	Atypical chronic myeloid leukemia, BCR/ABL-neg, in remission	Atypical chronic myeloid leukemia, BCR/ABL-negative, in remission	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.21	c9221	c9221 atypical chronic myeloid leukemia bcr abl negative in remission malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C9222	TRUE	Atypical chronic myeloid leukemia, BCR/ABL-neg, in relapse	Atypical chronic myeloid leukemia, BCR/ABL-negative, in relapse	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.22	c9222	c9222 atypical chronic myeloid leukemia bcr abl negative in relapse malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C923	FALSE	Myeloid sarcoma	Myeloid sarcoma	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.3	c923	c923 myeloid sarcoma malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C9230	TRUE	Myeloid sarcoma, not having achieved remission	Myeloid sarcoma, not having achieved remission	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.30	c9230	c9230 myeloid sarcoma not having achieved remission malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C9231	TRUE	Myeloid sarcoma, in remission	Myeloid sarcoma, in remission	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.31	c9231	c9231 myeloid sarcoma in remission malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C9232	TRUE	Myeloid sarcoma, in relapse	Myeloid sarcoma, in relapse	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.32	c9232	c9232 myeloid sarcoma in relapse malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	myeloid	
C924	FALSE	Acute promyelocytic leukemia	Acute promyelocytic leukemia	C92	Myeloid leukemia	Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue	Neoplasms	C92	C92.4	c924	c924 acute promyelocytic leukemia malignant neoplasms of lymphoid hematopoietic myeloid leukemia	hematopoeitic	blood	leukemia	promyelocytic	
